x1,y1,z1,x2,y2,z2
-408.956,30.562,-1934.844,-424.797,52.981,-1919.843
-409.488,30.173,-1934.867,-425.513,52.475,-1919.96
-410.019,29.755,-1934.997,-426.203,51.889,-1919.913
-410.651,29.312,-1935.191,-427.06,51.255,-1920.146
-411.349,28.819,-1935.472,-428.008,50.574,-1920.416
-412.156,28.241,-1935.897,-429.093,49.762,-1920.754
-413.045,27.63,-1936.428,-430.335,48.912,-1921.295
-413.855,27.117,-1936.909,-431.46,48.194,-1921.883
-414.604,26.642,-1937.295,-432.481,47.525,-1922.308
-415.31,26.223,-1937.669,-433.435,46.891,-1922.644
-415.914,25.817,-1937.95,-434.288,46.255,-1922.89
-416.453,25.472,-1938.126,-435.033,45.744,-1923.121
-417.06,25.071,-1938.302,-435.85,45.082,-1923.155
-417.711,24.642,-1938.419,-436.746,44.406,-1923.335
-418.315,24.216,-1938.539,-437.553,43.722,-1923.383
-418.835,23.796,-1938.645,-438.253,43.074,-1923.338
-419.326,23.392,-1938.688,-438.961,42.446,-1923.509
-419.791,22.995,-1938.786,-439.571,41.849,-1923.492
-420.198,22.677,-1938.842,-440.139,41.298,-1923.449
-420.567,22.354,-1938.761,-440.623,40.751,-1923.297
-420.976,21.999,-1938.837,-441.188,40.125,-1923.223
-421.338,21.658,-1938.95,-441.703,39.549,-1923.241
-421.628,21.349,-1938.988,-442.105,39.066,-1923.251
-421.954,20.993,-1939.089,-442.544,38.494,-1923.229
-422.25,20.63,-1939.068,-442.956,37.935,-1923.129
-422.528,20.295,-1939.025,-443.324,37.427,-1923.075
-422.81,19.942,-1939.075,-443.686,36.888,-1922.96
-423.088,19.534,-1939.032,-444.062,36.225,-1922.836
-423.435,19.058,-1939.064,-444.524,35.467,-1922.712
-423.766,18.638,-1939.146,-444.958,34.818,-1922.637
-424.021,18.265,-1939.072,-445.276,34.259,-1922.494
-424.197,17.884,-1938.921,-445.51,33.71,-1922.256
-424.334,17.512,-1938.756,-445.646,33.209,-1921.952
-424.51,17.081,-1938.49,-445.879,32.617,-1921.641
-424.752,16.615,-1938.347,-446.187,31.976,-1921.42
-424.992,16.158,-1938.143,-446.493,31.345,-1921.098
-425.21,15.74,-1937.949,-446.77,30.765,-1920.86
-425.37,15.34,-1937.646,-446.966,30.26,-1920.487
-425.485,14.932,-1937.372,-447.117,29.701,-1920.176
-425.573,14.594,-1937.116,-447.197,29.298,-1919.808
-425.652,14.293,-1936.89,-447.32,28.927,-1919.602
-425.683,14.077,-1936.697,-447.381,28.637,-1919.4
-425.689,13.899,-1936.522,-447.391,28.392,-1919.164
-425.712,13.68,-1936.289,-447.43,28.065,-1918.866
-425.752,13.458,-1936.107,-447.479,27.77,-1918.593
-425.839,13.189,-1935.918,-447.599,27.398,-1918.41
-425.932,12.916,-1935.787,-447.701,27.03,-1918.143
-426.016,12.656,-1935.562,-447.787,26.709,-1917.881
-426.088,12.387,-1935.297,-447.902,26.377,-1917.716
-426.162,12.114,-1935.12,-447.962,26.021,-1917.386
-426.204,11.869,-1934.887,-448.016,25.701,-1917.066
-426.273,11.561,-1934.619,-448.114,25.292,-1916.771
-426.369,11.188,-1934.344,-448.231,24.817,-1916.459
-426.498,10.754,-1934.142,-448.414,24.259,-1916.242
-426.623,10.314,-1933.967,-448.573,23.687,-1915.971
-426.732,9.837,-1933.763,-448.742,23.031,-1915.715
-426.808,9.436,-1933.462,-448.845,22.501,-1915.385
-426.914,9.025,-1933.237,-448.979,21.91,-1915.064
-427.025,8.604,-1932.982,-449.123,21.335,-1914.722
-427.169,8.167,-1932.737,-449.334,20.716,-1914.495
-427.345,7.668,-1932.547,-449.561,20.029,-1914.206
-427.541,7.232,-1932.397,-449.813,19.46,-1914.094
-427.791,6.652,-1932.236,-450.113,18.698,-1913.848
-428.081,6.042,-1932.075,-450.453,17.882,-1913.59
-428.329,5.475,-1931.912,-450.725,17.157,-1913.331
-428.526,4.978,-1931.693,-450.965,16.502,-1913.183
-428.736,4.514,-1931.587,-451.19,15.954,-1912.967
-428.972,4.154,-1931.557,-451.473,15.483,-1912.958
-429.211,3.887,-1931.601,-451.766,15.09,-1912.958
-429.511,3.553,-1931.7,-452.11,14.629,-1913.036
-429.857,3.051,-1931.778,-452.539,13.906,-1913.037
-430.189,2.477,-1931.762,-452.936,13.15,-1912.994
-430.453,1.921,-1931.643,-453.26,12.39,-1912.881
-430.657,1.391,-1931.493,-453.471,11.741,-1912.578
-430.824,0.865,-1931.256,-453.659,11.062,-1912.298
-430.999,0.356,-1931.054,-453.859,10.415,-1912.055
-431.186,-0.197,-1930.797,-454.069,9.652,-1911.716
-431.381,-0.764,-1930.563,-454.277,8.907,-1911.374
-431.55,-1.314,-1930.266,-454.467,8.167,-1911.077
-431.715,-1.799,-1930.019,-454.637,7.545,-1910.713
-431.861,-2.26,-1929.757,-454.817,6.956,-1910.493
-432.013,-2.747,-1929.535,-454.97,6.342,-1910.162
-432.136,-3.184,-1929.337,-455.123,5.804,-1909.948
-432.266,-3.601,-1929.12,-455.25,5.278,-1909.674
-432.399,-4.02,-1928.927,-455.416,4.771,-1909.531
-432.55,-4.436,-1928.811,-455.583,4.266,-1909.326
-432.69,-4.863,-1928.666,-455.765,3.675,-1909.175
-432.832,-5.256,-1928.505,-455.906,3.16,-1908.954
-432.979,-5.67,-1928.328,-456.049,2.524,-1908.681
-433.183,-6.046,-1928.212,-456.283,2.033,-1908.592
-433.358,-6.41,-1928.124,-456.491,1.541,-1908.51
-433.544,-6.701,-1928.117,-456.689,1.124,-1908.435
-433.698,-7.006,-1928.095,-456.862,0.693,-1908.386
-433.848,-7.29,-1928.08,-457.044,0.302,-1908.364
-433.997,-7.528,-1928.099,-457.204,-0.045,-1908.328
-434.136,-7.78,-1928.133,-457.367,-0.509,-1908.335
-434.313,-8.064,-1928.33,-457.598,-0.967,-1908.547
-434.518,-8.421,-1928.559,-457.825,-1.534,-1908.686
-434.711,-8.791,-1928.766,-458.067,-2.13,-1908.909
-434.911,-9.172,-1928.915,-458.279,-2.696,-1908.981
-435.106,-9.497,-1928.998,-458.509,-3.17,-1909.039
-435.32,-9.767,-1929.039,-458.76,-3.586,-1909.081
-435.56,-10.013,-1929.212,-459.057,-4.027,-1909.286
-435.82,-10.152,-1929.436,-459.386,-4.325,-1909.563
-436.12,-10.351,-1929.707,-459.741,-4.673,-1909.779
-436.47,-10.696,-1929.926,-460.222,-5.261,-1910.153
-436.869,-11.126,-1930.253,-460.694,-5.87,-1910.446
-437.226,-11.609,-1930.447,-461.128,-6.545,-1910.706
-437.538,-12.104,-1930.628,-461.497,-7.216,-1910.888
-437.848,-12.628,-1930.751,-461.85,-7.91,-1911.059
-438.151,-13.155,-1930.93,-462.195,-8.6,-1911.25
-438.44,-13.673,-1931.019,-462.518,-9.266,-1911.317
-438.712,-14.236,-1931.097,-462.8,-10.03,-1911.339
-438.943,-14.773,-1931.055,-463.074,-10.73,-1911.403
-439.148,-15.284,-1931.093,-463.26,-11.433,-1911.307
-439.264,-15.711,-1930.943,-463.373,-12.022,-1911.171
-439.308,-16.05,-1930.776,-463.376,-12.499,-1910.966
-439.35,-16.281,-1930.695,-463.384,-12.823,-1910.751
-439.319,-16.364,-1930.6,-463.326,-12.985,-1910.581
-439.187,-16.174,-1930.513,-463.165,-12.75,-1910.46
